scheduler,scenario_id,source,seed,vehicles,duration_s,generated_packets,delivered_packets,failed_attempts,deadline_dropped_packets,overflow_dropped_packets,remaining_packets,goodput_mbps,packet_delivery_ratio,scheduled_outage_fraction,availability_outage_fraction,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_miss_ratio,censored_packet_ratio,deadline_or_censored_ratio,delivered_before_expiry_ratio,undelivered_packets_at_disconnect,urgent_generated_packets,urgent_delivered_packets,urgent_packet_delivery_ratio,urgent_deadline_miss_ratio,bulk_generated_packets,bulk_delivered_packets,bulk_packet_delivery_ratio,bulk_deadline_miss_ratio,jain_fairness,demand_normalized_jain_fairness,mean_scheduled_snr_db,mean_scheduled_ber,mean_scheduled_per,mean_scheduled_relative_power,switch_count,study,setting,prediction_horizon_s,slot_duration_s,offered_load,traffic_model,traffic_class_mode,packet_bits,deadline_s,reference_snr_db,field_of_view_deg,outage_mode,sensing_model,sensing_covariance_aware,diagnostic_quick_run
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,2107,1595,0,289,1.622,0.46263548203080435,0.0,0.025,687.7928483353884,700.0000000000001,1300.0,1600.0,0.4549343981745579,0.08243011979463777,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7983262023972083,0.793302310723743,12.066118885941247,0.00010807086877204394,0.45412474758704907,0.5669683259530417,88,prediction_horizon,horizon_s=0.5,0.5,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,2107,1595,0,289,1.622,0.46263548203080435,0.0,0.025,687.7928483353884,700.0000000000001,1300.0,1600.0,0.4549343981745579,0.08243011979463777,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7983262023972083,0.793302310723743,12.066118885941247,0.00010807086877204394,0.45412474758704907,0.5669683259530417,88,prediction_horizon,horizon_s=0.5,0.5,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,2107,1595,0,289,1.622,0.46263548203080435,0.0,0.025,687.7928483353884,700.0000000000001,1300.0,1600.0,0.4549343981745579,0.08243011979463777,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7983262023972083,0.793302310723743,12.066118885941247,0.00010807086877204394,0.45412474758704907,0.5669683259530417,88,prediction_horizon,horizon_s=0.5,0.5,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,200.0,900.0,1300.0,0.4632059326868226,0.07415858528237307,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6698332599225495,0.7700148627258929,16.451540960014462,7.659610088770245e-06,0.06493553344162611,1.4265837850909222,111,prediction_horizon,horizon_s=1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,625,8,2579,0,302,0.625,0.1782658300057045,0.0,0.025,289.6,100.0,1000.0,1375.9999999999993,0.735596120935539,0.08613804905875641,0.8217341699942955,0.1844201829448215,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6710674374457778,0.5460481826778641,13.884125662355826,3.4619283443042447e-07,0.0040824036581440385,0.472607969667667,40,prediction_horizon,horizon_s=1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1618,2122,1597,0,291,1.618,0.4614945807187678,0.0,0.025,701.9777503090235,700.0000000000001,1300.0,1600.0,0.4555048488305762,0.08300057045065602,0.5385054192812322,0.4774269696075539,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7939093437169258,0.7927968677190801,12.105880893152165,0.0001099239049953467,0.45726820908206434,0.5717848999684646,96,prediction_horizon,horizon_s=1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1640,2146,1580,0,286,1.64,0.4677695379349686,0.0,0.025,697.0121951219512,700.0000000000001,1300.0,1600.0,0.450656018254421,0.08157444381061038,0.5322304620650313,0.48391856004721157,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8036165133393289,0.7963789065131004,12.044331283639924,0.00011081032147075406,0.4632871106032679,0.5670917877918519,95,prediction_horizon,horizon_s=1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1649,2211,1592,0,265,1.649,0.47033656588705075,0.0,0.025,738.9326864766525,800.0,1300.0,1600.0,0.4540787221905305,0.07558471192241871,0.5296634341129492,0.486574210681617,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8022436970699175,0.8041661399549568,11.898600978957083,0.0001127132708568191,0.4752384941542089,0.5602825656924446,90,prediction_horizon,horizon_s=1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,200.0,900.0,1300.0,0.4632059326868226,0.07415858528237307,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6698332599225495,0.7700148627258929,16.451540960014462,7.659610088770245e-06,0.06493553344162611,1.4265837850909222,111,prediction_horizon,horizon_s=2,2.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,625,8,2579,0,302,0.625,0.1782658300057045,0.0,0.025,289.6,100.0,1000.0,1375.9999999999993,0.735596120935539,0.08613804905875641,0.8217341699942955,0.1844201829448215,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6710674374457778,0.5460481826778641,13.884125662355826,3.4619283443042447e-07,0.0040824036581440385,0.472607969667667,40,prediction_horizon,horizon_s=2,2.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1623,2140,1600,0,283,1.623,0.46292070735881347,0.0,0.025,726.6173752310536,700.0000000000001,1300.0,1600.0,0.45636052481460354,0.08071876782658301,0.5370792926411866,0.4789023310711124,100,0,0,0.0,0.0,0,0,0.0,0.0,0.821984993423506,0.8025546031906715,11.902911091960883,0.00011157136509741837,0.4744869643409599,0.5548987496303944,86,prediction_horizon,horizon_s=2,2.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1596,2098,1633,0,277,1.596,0.455219623502567,0.0,0.025,711.4661654135339,700.0000000000001,1300.0,1600.0,0.4657729606389047,0.07900741585852823,0.5447803764974329,0.47093537916789613,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8137758296806512,0.7988844179334572,11.958913550303524,0.00010734880250170601,0.45962044386480316,0.5509551042360206,86,prediction_horizon,horizon_s=2,2.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1596,2098,1633,0,277,1.596,0.455219623502567,0.0,0.025,711.4661654135339,700.0000000000001,1300.0,1600.0,0.4657729606389047,0.07900741585852823,0.5447803764974329,0.47093537916789613,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8137758296806512,0.7988844179334572,11.958913550303524,0.00010734880250170601,0.45962044386480316,0.5509551042360206,86,prediction_horizon,horizon_s=2,2.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots240-dt0.050000,controlled_synthetic_motion,20260828,5,6.0,1740,1036,91,517,0,187,2.072,0.5954022988505747,0.0,0.0033333333333333335,152.5096525096525,100.0,450.0,950.0000000000001,0.2971264367816092,0.1074712643678161,0.4045977011494253,0.5937888198757764,1,0,0,0.0,0.0,0,0,0.0,0.0,0.5807658800803,0.775114325242428,14.076038919397295,4.936150051382978e-06,0.05229142454974662,0.6226496699453443,106,slot_duration,slot_s=0.05,1.0,0.05,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots240-dt0.050000,controlled_synthetic_motion,20260828,5,6.0,1740,483,4,928,0,329,0.966,0.2775862068965517,0.0,0.0033333333333333335,210.66252587991718,50.0,894.9999999999989,1300.0,0.5333333333333333,0.18908045977011495,0.7224137931034482,0.26956521739130435,1,0,0,0.0,0.0,0,0,0.0,0.0,0.45684268243726195,0.5835860718148835,14.310427489354934,3.506936591809785e-07,0.0041626987999504,0.5388761747874639,43,slot_duration,slot_s=0.05,1.0,0.05,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots240-dt0.050000,controlled_synthetic_motion,20260828,5,6.0,1740,867,1331,584,0,289,1.734,0.4982758620689655,0.0,0.0033333333333333335,662.0530565167244,700.0000000000001,1250.0,1450.0000000000002,0.335632183908046,0.1660919540229885,0.5017241379310344,0.48198757763975153,1,0,0,0.0,0.0,0,0,0.0,0.0,0.6618641120351496,0.793817408676606,10.795050703937237,0.00018839889691496346,0.5621862129350962,0.3089967130128827,84,slot_duration,slot_s=0.05,1.0,0.05,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots240-dt0.050000,controlled_synthetic_motion,20260828,5,6.0,1740,886,1330,571,0,283,1.772,0.5091954022988506,0.0,0.0033333333333333335,678.216704288939,700.0000000000001,1250.0,1450.0000000000002,0.3281609195402299,0.16264367816091954,0.4908045977011494,0.4968944099378882,1,0,0,0.0,0.0,0,0,0.0,0.0,0.6577535715781977,0.7920387967058936,10.781622754448021,0.0001888461944815233,0.5656539670518496,0.30979535913477513,85,slot_duration,slot_s=0.05,1.0,0.05,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots240-dt0.050000,controlled_synthetic_motion,20260828,5,6.0,1740,886,1330,571,0,283,1.772,0.5091954022988506,0.0,0.0033333333333333335,678.216704288939,700.0000000000001,1250.0,1450.0000000000002,0.3281609195402299,0.16264367816091954,0.4908045977011494,0.4968944099378882,1,0,0,0.0,0.0,0,0,0.0,0.0,0.6577535715781977,0.7920387967058936,10.781622754448021,0.0001888461944815233,0.5656539670518496,0.30979535913477513,85,slot_duration,slot_s=0.05,1.0,0.05,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,200.0,900.0,1300.0,0.4632059326868226,0.07415858528237307,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6698332599225495,0.7700148627258929,16.451540960014462,7.659610088770245e-06,0.06493553344162611,1.4265837850909222,111,slot_duration,slot_s=0.1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,625,8,2579,0,302,0.625,0.1782658300057045,0.0,0.025,289.6,100.0,1000.0,1375.9999999999993,0.735596120935539,0.08613804905875641,0.8217341699942955,0.1844201829448215,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6710674374457778,0.5460481826778641,13.884125662355826,3.4619283443042447e-07,0.0040824036581440385,0.472607969667667,40,slot_duration,slot_s=0.1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1618,2122,1597,0,291,1.618,0.4614945807187678,0.0,0.025,701.9777503090235,700.0000000000001,1300.0,1600.0,0.4555048488305762,0.08300057045065602,0.5385054192812322,0.4774269696075539,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7939093437169258,0.7927968677190801,12.105880893152165,0.0001099239049953467,0.45726820908206434,0.5717848999684646,96,slot_duration,slot_s=0.1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1640,2146,1580,0,286,1.64,0.4677695379349686,0.0,0.025,697.0121951219512,700.0000000000001,1300.0,1600.0,0.450656018254421,0.08157444381061038,0.5322304620650313,0.48391856004721157,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8036165133393289,0.7963789065131004,12.044331283639924,0.00011081032147075406,0.4632871106032679,0.5670917877918519,95,slot_duration,slot_s=0.1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1649,2211,1592,0,265,1.649,0.47033656588705075,0.0,0.025,738.9326864766525,800.0,1300.0,1600.0,0.4540787221905305,0.07558471192241871,0.5296634341129492,0.486574210681617,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8022436970699175,0.8041661399549568,11.898600978957083,0.0001127132708568191,0.4752384941542089,0.5602825656924446,90,slot_duration,slot_s=0.1,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots60-dt0.200000,controlled_synthetic_motion,20260828,5,12.0,3603,1570,318,1749,0,284,1.57,0.4357479877879545,0.0,0.043333333333333335,469.5541401273885,400.0,1200.0000000000002,1600.0,0.48542880932556204,0.07882320288648349,0.5642520122120456,0.46340023612750886,147,0,0,0.0,0.0,0,0,0.0,0.0,0.6925860780335938,0.7730147100176482,17.01453175032247,8.525785487855044e-06,0.07188352417095033,1.645584645015421,51,slot_duration,slot_s=0.2,1.0,0.2,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots60-dt0.200000,controlled_synthetic_motion,20260828,5,12.0,3603,627,3,2614,0,362,0.627,0.1740216486261449,0.0,0.043333333333333335,503.6682615629984,400.0,1200.0000000000002,1600.0,0.7255065223424924,0.10047182903136276,0.8259783513738551,0.18506493506493507,186,0,0,0.0,0.0,0,0,0.0,0.0,0.6615382026536982,0.5289293754408809,14.015835224774069,3.901704845038835e-07,0.004616457687427498,0.5141656537820694,23,slot_duration,slot_s=0.2,1.0,0.2,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots60-dt0.200000,controlled_synthetic_motion,20260828,5,12.0,3603,1519,1726,1779,0,305,1.519,0.4215931168470719,0.0,0.043333333333333335,745.4904542462147,800.0,1400.0000000000002,1600.0,0.49375520399666945,0.08465167915625868,0.5784068831529281,0.44834710743801653,186,0,0,0.0,0.0,0,0,0.0,0.0,0.8066158721502371,0.7773594139049786,12.669761209388897,7.613737051292734e-05,0.36493373308012494,0.6242398322785733,50,slot_duration,slot_s=0.2,1.0,0.2,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots60-dt0.200000,controlled_synthetic_motion,20260828,5,12.0,3603,1553,1666,1759,0,291,1.553,0.43102969747432696,0.0,0.043333333333333335,746.2974887314874,800.0,1400.0000000000002,1600.0,0.48820427421593116,0.08076602830974189,0.568970302525673,0.45838252656434475,167,0,0,0.0,0.0,0,0,0.0,0.0,0.7676800825034973,0.7686302225757081,12.930693075623237,7.462180871107832e-05,0.3538636514834891,0.705632210112016,51,slot_duration,slot_s=0.2,1.0,0.2,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots60-dt0.200000,controlled_synthetic_motion,20260828,5,12.0,3603,1553,1666,1759,0,291,1.553,0.43102969747432696,0.0,0.043333333333333335,746.2974887314874,800.0,1400.0000000000002,1600.0,0.48820427421593116,0.08076602830974189,0.568970302525673,0.45838252656434475,167,0,0,0.0,0.0,0,0,0.0,0.0,0.7676800825034973,0.7686302225757081,12.930693075623237,7.462180871107832e-05,0.3538636514834891,0.705632210112016,51,slot_duration,slot_s=0.2,1.0,0.2,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v3-slots120-dt0.100000,controlled_synthetic_motion,20260828,3,12.0,3518,3409,90,71,0,38,3.409,0.9690164866401364,0.0,0.0,205.63215019067175,200.0,500.0,900.0,0.020181921546333144,0.010801591813530414,0.03098351335986356,0.9690164866401364,0,0,0,0.0,0.0,0,0,0.0,0.0,0.7212208886485084,0.9963316820341903,17.78866737798057,2.0853998815953035e-06,0.020607560864314933,1.6845907109078766,100,vehicle_count,vehicles=3,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v3-slots120-dt0.100000,controlled_synthetic_motion,20260828,3,12.0,3518,1676,23,1607,0,235,1.676,0.4764070494599204,0.0,0.0,590.9307875894988,300.00000000000006,1500.0,1700.0000000000002,0.45679363274587836,0.06679931779420126,0.5235929505400796,0.4764070494599204,0,0,0,0.0,0.0,0,0,0.0,0.0,0.9997515726023731,0.8600641952089438,13.914009016011061,8.935552072449571e-07,0.010344995169187684,0.6399104477079012,42,vehicle_count,vehicles=3,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v3-slots120-dt0.100000,controlled_synthetic_motion,20260828,3,12.0,3518,3443,363,29,0,46,3.443,0.9786810687890847,0.0,0.0,300.697066511763,200.0,800.0,900.0,0.00824332006822058,0.013075611142694713,0.02131893121091529,0.9786810687890847,0,0,0,0.0,0.0,0,0,0.0,0.0,0.7418801842983425,0.9998666653664773,16.741653459791912,1.567367144262691e-05,0.08197862817713614,1.4541483629959846,95,vehicle_count,vehicles=3,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v3-slots120-dt0.100000,controlled_synthetic_motion,20260828,3,12.0,3518,3440,369,32,0,46,3.44,0.9778283115406481,0.0,0.0,290.20348837209303,200.0,700.0000000000001,1000.0,0.009096077316657191,0.013075611142694713,0.022171688459351906,0.9778283115406481,0,0,0,0.0,0.0,0,0,0.0,0.0,0.7411401819405953,0.9998701014713154,16.819429660080356,1.552544735583526e-05,0.08106146988571993,1.4709526455721038,96,vehicle_count,vehicles=3,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v3-slots120-dt0.100000,controlled_synthetic_motion,20260828,3,12.0,3518,3440,369,32,0,46,3.44,0.9778283115406481,0.0,0.0,290.20348837209303,200.0,700.0000000000001,1000.0,0.009096077316657191,0.013075611142694713,0.022171688459351906,0.9778283115406481,0,0,0,0.0,0.0,0,0,0.0,0.0,0.7411401819405953,0.9998701014713154,16.819429660080356,1.552544735583526e-05,0.08106146988571993,1.4709526455721038,96,vehicle_count,vehicles=3,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,200.0,900.0,1300.0,0.4632059326868226,0.07415858528237307,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6698332599225495,0.7700148627258929,16.451540960014462,7.659610088770245e-06,0.06493553344162611,1.4265837850909222,111,vehicle_count,vehicles=5,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,625,8,2579,0,302,0.625,0.1782658300057045,0.0,0.025,289.6,100.0,1000.0,1375.9999999999993,0.735596120935539,0.08613804905875641,0.8217341699942955,0.1844201829448215,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6710674374457778,0.5460481826778641,13.884125662355826,3.4619283443042447e-07,0.0040824036581440385,0.472607969667667,40,vehicle_count,vehicles=5,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1618,2122,1597,0,291,1.618,0.4614945807187678,0.0,0.025,701.9777503090235,700.0000000000001,1300.0,1600.0,0.4555048488305762,0.08300057045065602,0.5385054192812322,0.4774269696075539,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7939093437169258,0.7927968677190801,12.105880893152165,0.0001099239049953467,0.45726820908206434,0.5717848999684646,96,vehicle_count,vehicles=5,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1640,2146,1580,0,286,1.64,0.4677695379349686,0.0,0.025,697.0121951219512,700.0000000000001,1300.0,1600.0,0.450656018254421,0.08157444381061038,0.5322304620650313,0.48391856004721157,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8036165133393289,0.7963789065131004,12.044331283639924,0.00011081032147075406,0.4632871106032679,0.5670917877918519,95,vehicle_count,vehicles=5,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1649,2211,1592,0,265,1.649,0.47033656588705075,0.0,0.025,738.9326864766525,800.0,1300.0,1600.0,0.4540787221905305,0.07558471192241871,0.5296634341129492,0.486574210681617,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8022436970699175,0.8041661399549568,11.898600978957083,0.0001127132708568191,0.4752384941542089,0.5602825656924446,90,vehicle_count,vehicles=5,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v10-slots120-dt0.100000,controlled_synthetic_motion,20260828,10,12.0,3518,621,108,2557,0,340,0.621,0.17652075042637863,0.0,0.355,258.1320450885668,200.0,800.0,1359.9999999999911,0.7268334280841388,0.09664582148948266,0.8234792495736214,0.44073811213626685,81,0,0,0.0,0.0,0,0,0.0,0.0,0.3855446138465384,0.4270809908612177,16.620016258637442,4.178821583634017e-06,0.03820565812751865,1.4891707007785995,104,vehicle_count,vehicles=10,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v10-slots120-dt0.100000,controlled_synthetic_motion,20260828,10,12.0,3518,313,27,2822,0,383,0.313,0.08897100625355316,0.0,0.355,316.9329073482428,100.0,1100.0,1500.0,0.8021603183627061,0.10886867538374076,0.9110289937464469,0.22214336408800567,81,0,0,0.0,0.0,0,0,0.0,0.0,0.30696851010496634,0.29787082206053733,14.608065765045433,1.0625519184043715e-06,0.007972631605585156,0.5882152449262197,50,vehicle_count,vehicles=10,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v10-slots120-dt0.100000,controlled_synthetic_motion,20260828,10,12.0,3518,619,1569,2556,0,343,0.619,0.17595224559408754,0.0,0.355,546.5266558966074,500.0,1200.0000000000002,1400.0000000000002,0.7265491756679932,0.09749857873791927,0.8240477544059125,0.42583392476933996,81,0,0,0.0,0.0,0,0,0.0,0.0,0.4696003333619306,0.4722315692957683,11.476794467326732,0.00017329146128475625,0.4169775276418113,0.4270215364903038,88,vehicle_count,vehicles=10,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
link_lifetime,synthetic-20260828-v10-slots120-dt0.100000,controlled_synthetic_motion,20260828,10,12.0,3518,633,1557,2534,0,351,0.633,0.17993177942012506,0.0,0.355,538.388625592417,500.0,1200.0000000000002,1500.0,0.7202956225127913,0.09977259806708356,0.8200682205798749,0.43718949609652236,81,0,0,0.0,0.0,0,0,0.0,0.0,0.4597746388369344,0.4759689047568467,11.472237373663834,0.00016944197744048412,0.4149174374344577,0.4266061032267269,90,vehicle_count,vehicles=10,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
oracle,synthetic-20260828-v10-slots120-dt0.100000,controlled_synthetic_motion,20260828,10,12.0,3518,633,1557,2534,0,351,0.633,0.17993177942012506,0.0,0.355,538.388625592417,500.0,1200.0000000000002,1500.0,0.7202956225127913,0.09977259806708356,0.8200682205798749,0.43718949609652236,81,0,0,0.0,0.0,0,0,0.0,0.0,0.4597746388369344,0.4759689047568467,11.472237373663834,0.00016944197744048412,0.4149174374344577,0.4266061032267269,90,vehicle_count,vehicles=10,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
reactive_greedy,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,200.0,900.0,1300.0,0.4632059326868226,0.07415858528237307,0.5373645179691957,0.4786072587784007,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6698332599225495,0.7700148627258929,16.451540960014462,7.659610088770245e-06,0.06493553344162611,1.4265837850909222,111,traffic_model,traffic=poisson,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
proportional_fair,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,625,8,2579,0,302,0.625,0.1782658300057045,0.0,0.025,289.6,100.0,1000.0,1375.9999999999993,0.735596120935539,0.08613804905875641,0.8217341699942955,0.1844201829448215,100,0,0,0.0,0.0,0,0,0.0,0.0,0.6710674374457778,0.5460481826778641,13.884125662355826,3.4619283443042447e-07,0.0040824036581440385,0.472607969667667,40,traffic_model,traffic=poisson,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
kalman_predictive,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1618,2122,1597,0,291,1.618,0.4614945807187678,0.0,0.025,701.9777503090235,700.0000000000001,1300.0,1600.0,0.4555048488305762,0.08300057045065602,0.5385054192812322,0.4774269696075539,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7939093437169258,0.7927968677190801,12.105880893152165,0.0001099239049953467,0.45726820908206434,0.5717848999684646,96,traffic_model,traffic=poisson,1.0,0.1,0.72,poisson,single,12000,1.2,18.0,70.0,ber,perfect,True,False
