predictor,scenario_id,actor_id,anchor_index,horizon_steps,ade_m,fde_m,range_mae_m,bearing_mae_deg,snr_mae_db,outage_f1,outage_auroc,link_lifetime_error_steps,link_lifetime_error_s,predicted_link_lifetime_s,actual_link_lifetime_s,actual_link_lifetime_censored,outage_positive_steps
constant_acceleration,52dafd686fe77b21,387,9,10,1.0445529941214826,2.64161311515496,0.9706829591311212,108.70197453464812,72.82445914134453,0.75,0.5,1.0,0.1,0.0,0.1,False,6
constant_acceleration,52dafd686fe77b21,391,9,10,0.4150666590066653,1.0249457929396553,0.2829136253082852,108.77660419945002,17.846790696280227,0.9473684210526315,0.5,0.0,0.0,0.0,0.0,False,9
constant_acceleration,52dafd686fe77b21,395,9,10,0.25123623573810655,0.6102665956483955,0.015924539258821556,108.90492215776939,90.24140929542679,0.6666666666666666,0.5,1.0,0.1,0.0,0.1,False,5
constant_acceleration,52dafd686fe77b21,408,9,10,1.0361754499173619,2.5614827742204955,0.9871137309546818,108.54513659093637,146.25753190674928,0.0,0.25,10.0,1.0,1.0,0.0,False,8
oracle,52dafd686fe77b21,383,9,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,9
oracle,52dafd686fe77b21,387,9,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,False,6
oracle,52dafd686fe77b21,391,9,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,9
oracle,52dafd686fe77b21,395,9,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,False,5
oracle,52dafd686fe77b21,408,9,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,8
last_position,52dafd686fe77b21,383,10,9,0.010945543949822858,0.028804714135617304,0.004759326973939931,86.31389863024056,163.7264681583508,0.0,0.5,9.0,0.9,0.9,0.0,False,8
last_position,52dafd686fe77b21,387,10,9,0.01684470921197951,0.02366810834773905,0.013462373064745058,86.26275192637299,60.720098566729376,0.8,0.5,0.0,0.0,0.0,0.0,False,6
last_position,52dafd686fe77b21,391,10,9,0.024800201832440836,0.05622673083194427,0.010998515891981222,86.2843310009698,161.35966240236004,0.0,0.5,9.0,0.9,0.9,0.0,False,8
last_position,52dafd686fe77b21,395,10,9,0.3058311808096044,0.6537538125162206,0.3057714883909187,86.21522930584372,80.09650314693229,0.7142857142857143,0.5,0.0,0.0,0.0,0.0,False,5
last_position,52dafd686fe77b21,408,10,9,0.014940569759556047,0.030289184412638327,0.0131409130436048,86.24753842913383,40.34908953907903,0.875,0.5,1.0,0.1,0.0,0.1,False,7
constant_velocity,52dafd686fe77b21,383,10,9,0.10392004131191493,0.21452390965228096,0.024457485082129478,78.89503065196027,20.465129667227348,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
constant_velocity,52dafd686fe77b21,387,10,9,0.030602749579191974,0.04609605169206903,0.008438566027091317,78.59749584330844,121.60249429819947,0.0,0.6666666666666666,9.0,0.9,0.9,0.0,False,6
constant_velocity,52dafd686fe77b21,391,10,9,0.020958124009121264,0.034082109948534674,0.015975446036277714,78.57239842537035,19.82976744031136,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
constant_velocity,52dafd686fe77b21,395,10,9,0.14704719890362727,0.3665806239494022,0.1450586796502599,78.56906698594167,101.31716066961832,0.0,0.55,9.0,0.9,0.9,0.0,False,5
constant_velocity,52dafd686fe77b21,408,10,9,0.133313562484685,0.2041122214714494,0.13187901219256265,78.51247662205486,40.34908953907903,0.875,0.5,1.0,0.1,0.0,0.1,False,7
kalman_cv,52dafd686fe77b21,383,10,9,0.028161162726045377,0.018206539025516413,0.010321123382329687,64.90539803184342,20.465129667227348,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
kalman_cv,52dafd686fe77b21,387,10,9,0.017585112666078973,0.02352718407918072,0.011067268565968588,64.99738147025101,101.62974969654152,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.0,False,6
kalman_cv,52dafd686fe77b21,391,10,9,0.02931887916702367,0.06330707141296901,0.006400708271873039,65.01718909826175,19.82976744031136,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
kalman_cv,52dafd686fe77b21,395,10,9,0.21770277356659407,0.4753065122694841,0.217626810945139,64.97838243742504,81.06182840252649,0.3333333333333333,0.75,0.0,0.0,0.0,0.0,False,5
kalman_cv,52dafd686fe77b21,408,10,9,0.03782747729918895,0.07961222161718977,0.03535315824450791,64.99924312094586,40.34908953907903,0.875,0.5,1.0,0.1,0.0,0.1,False,7
imm,52dafd686fe77b21,383,10,9,0.29019508458646126,0.7420956583765373,0.09258771843003331,79.95258406034836,20.465129667227348,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
imm,52dafd686fe77b21,387,10,9,0.13832682006083932,0.34317724279988715,0.13604366910242838,78.7882057213613,121.62303770574977,0.0,0.6666666666666666,9.0,0.9,0.9,0.0,False,6
imm,52dafd686fe77b21,391,10,9,0.1437400547099949,0.35034848759355847,0.12500020943903323,78.62350370519056,19.82976744031136,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
imm,52dafd686fe77b21,395,10,9,0.23317711502899297,0.5520042671277511,0.20601580000053468,78.9901928281249,101.34932672180781,0.0,0.55,9.0,0.9,0.9,0.0,False,5
imm,52dafd686fe77b21,408,10,9,0.48731642051283874,1.1803257570180905,0.4800308081756477,78.61449451837709,40.34908953907903,0.875,0.5,1.0,0.1,0.0,0.1,False,7
constant_acceleration,52dafd686fe77b21,383,10,9,0.607454177571023,1.5031613966830748,0.1570693742267311,81.00046369686117,20.465129667227348,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
constant_acceleration,52dafd686fe77b21,387,10,9,0.2773951310358794,0.6999777930858461,0.276153055469859,78.5298714457614,121.81310105343505,0.0,0.6666666666666666,9.0,0.9,0.9,0.0,False,6
constant_acceleration,52dafd686fe77b21,391,10,9,0.3018578288693594,0.7454412937844972,0.2513015933257062,78.17871546927712,19.82976744031136,0.9411764705882353,0.5,0.0,0.0,0.0,0.0,False,8
constant_acceleration,52dafd686fe77b21,395,10,9,0.2900383169143636,0.7226731195285085,0.19195798100111577,78.97241295720131,101.21668032251392,0.0,0.55,9.0,0.9,0.9,0.0,False,5
