checkpoint,best_epoch,validation_loss,validation_ade_m,validation_fde_m,validation_trajectory_loss,validation_link_loss,validation_outage_loss,train_samples,validation_samples,objective,seed,dataset_sha256
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_link/seed_20260827/best_comm_aware_gru.pt,55,2.6200822279495317,3.9320552349090576,11.219934463500977,2.0942629268697885,2.6290964638668886,0.6599266939827004,223786,25351,trajectory_link,20260827,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_link/seed_20260828/best_comm_aware_gru.pt,40,2.6340837364533085,3.9455513954162598,11.277629852294922,2.102903009812237,2.6559035876761157,0.6824434572497678,223786,25351,trajectory_link,20260828,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_link/seed_20260829/best_comm_aware_gru.pt,36,2.6403845192803543,3.9524078369140625,11.285847663879395,2.1085905724718828,2.65896966250177,0.6913542559215569,223786,25351,trajectory_link,20260829,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_only/seed_20260827/best_comm_aware_gru.pt,40,2.0931090136769437,3.9381542205810547,11.275230407714844,2.0931090136769437,2.6579915216797847,0.6801466937470121,223786,25351,trajectory_only,20260827,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_only/seed_20260828/best_comm_aware_gru.pt,43,2.1027014172197287,3.951831579208374,11.325701713562012,2.1027014172197287,2.663887180331672,0.6861205814776928,223786,25351,trajectory_only,20260828,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_only/seed_20260829/best_comm_aware_gru.pt,35,2.0941935620770344,3.931716203689575,11.278111457824707,2.0941935620770344,2.66697500541018,0.6668211941182688,223786,25351,trajectory_only,20260829,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
/content/drive/MyDrive/predictive_pc_fmcw_paper/paper_ablation/trajectory_outage/seed_20260827/best_comm_aware_gru.pt,62,2.162400219542554,3.94882869720459,11.275043487548828,2.095975179966511,2.666884042529075,0.6642503717008706,223786,25351,trajectory_outage,20260827,b47faf427487a7405531e4944c5bfff9ca56d4fcb9ce3f8495df3cce534347ee
