scheduler,scenario_id,source,seed,vehicles,duration_s,generated_packets,delivered_packets,failed_attempts,deadline_dropped_packets,overflow_dropped_packets,remaining_packets,goodput_mbps,packet_delivery_ratio,scheduled_outage_fraction,availability_outage_fraction,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,deadline_miss_ratio,censored_packet_ratio,deadline_or_censored_ratio,delivered_before_expiry_ratio,undelivered_packets_at_disconnect,urgent_generated_packets,urgent_delivered_packets,urgent_packet_delivery_ratio,urgent_deadline_miss_ratio,bulk_generated_packets,bulk_delivered_packets,bulk_packet_delivery_ratio,bulk_deadline_miss_ratio,jain_fairness,demand_normalized_jain_fairness,mean_scheduled_snr_db,mean_scheduled_ber,mean_scheduled_per,mean_scheduled_relative_power,switch_count,ablation,channel_mode,traffic_model,history_noise_std_m,forecast_noise_std_m,ber_source
predictive_utility,synthetic-20260829-v5-slots120-dt0.100000,controlled_synthetic_motion,20260829,5,12.0,3487,2248,1211,1035,0,204,2.248,0.644680240894752,0.0,0.18666666666666668,428.02491103202846,400.0,1000.0,1300.0,0.2968167479208489,0.0585030111843992,0.35531975910524805,0.773804740859783,116,0,0,0.0,0.0,0,0,0.0,0.0,0.6397188707739788,0.790590459897067,11.612950301430391,8.99838200572915e-05,0.2613631419581837,0.28749024128455525,89,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260830-v5-slots120-dt0.100000,controlled_synthetic_motion,20260830,5,12.0,3597,2658,620,759,0,180,2.658,0.7389491242702252,0.0,0.2,415.8765989465764,400.0,1000.0,1400.0000000000002,0.21100917431192662,0.05004170141784821,0.2610508757297748,0.9080970276733857,5,0,0,0.0,0.0,0,0,0.0,0.0,0.7050798944919656,0.7899879923556448,11.550833297051271,1.6044367004000586e-05,0.1300616386371585,0.2369080570522971,95,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260831-v5-slots120-dt0.100000,controlled_synthetic_motion,20260831,5,12.0,3507,3292,21,139,0,76,3.292,0.9386940404904477,0.0,0.023333333333333334,292.4665856622114,300.00000000000006,600.0000000000001,700.0000000000001,0.039635015682919876,0.021670943826632448,0.061305959509552324,0.9465209890741806,37,0,0,0.0,0.0,0,0,0.0,0.0,0.6493182234865688,0.9280851547876738,13.670023158312093,9.403147241880086e-07,0.009556148941215186,0.39006338043128197,118,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260832-v5-slots120-dt0.100000,controlled_synthetic_motion,20260832,5,12.0,3513,2257,627,1084,0,172,2.257,0.6424708226586963,0.0,0.265,318.29862649534783,300.00000000000006,800.0,1200.0000000000002,0.3085681753487048,0.04896100199259892,0.35752917734130374,0.8754848719937937,50,0,0,0.0,0.0,0,0,0.0,0.0,0.4695588410838833,0.7324921207500418,14.41606123305108,2.991178925064998e-05,0.14912336368235435,1.0093734171890083,87,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260833-v5-slots120-dt0.100000,controlled_synthetic_motion,20260833,5,12.0,3568,1425,428,1898,0,245,1.425,0.3993834080717489,0.0,0.45166666666666666,325.82456140350877,200.0,1000.0,1275.999999999999,0.5319506726457399,0.06866591928251121,0.6006165919282511,0.794314381270903,57,0,0,0.0,0.0,0,0,0.0,0.0,0.4025427718731013,0.4434671762365439,10.73639281948123,1.4464263402977265e-05,0.13033183863902545,0.1908762625721704,48,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260834-v5-slots120-dt0.100000,controlled_synthetic_motion,20260834,5,12.0,3640,2639,761,817,0,184,2.639,0.725,0.0,0.2966666666666667,470.59492231906023,400.0,900.0,1200.0000000000002,0.22445054945054946,0.05054945054945055,0.275,0.9266850610957824,59,0,0,0.0,0.0,0,0,0.0,0.0,0.5107216911412864,0.7362863763692693,12.06830107422366,7.987169794462314e-05,0.2201243334828857,0.31453746485586287,97,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260835-v5-slots120-dt0.100000,controlled_synthetic_motion,20260835,5,12.0,3492,2050,2406,1215,0,227,2.05,0.5870561282932417,0.0,0.2,577.0731707317074,600.0000000000001,1100.0,1200.0000000000002,0.3479381443298969,0.0650057273768614,0.4129438717067583,0.73005698005698,3,0,0,0.0,0.0,0,0,0.0,0.0,0.5238346315457515,0.6061871502642877,11.167723450933236,0.00024815372645626833,0.495204698372496,0.3153861382446829,93,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260836-v5-slots120-dt0.100000,controlled_synthetic_motion,20260836,5,12.0,3635,2567,1541,974,0,94,2.567,0.7061898211829436,0.0,0.4166666666666667,438.2158161277756,400.0,1100.0,1400.0000000000002,0.26795048143053646,0.025859697386519945,0.2938101788170564,0.8095238095238095,47,0,0,0.0,0.0,0,0,0.0,0.0,0.3557905899319653,0.45165884340196716,10.829357928270808,7.810502970053435e-05,0.3281023593641644,0.2110523503935967,84,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260837-v5-slots120-dt0.100000,controlled_synthetic_motion,20260837,5,12.0,3554,1564,126,1642,0,348,1.564,0.44006752954417555,0.0,0.265,276.27877237851663,200.0,784.9999999999909,1000.0,0.46201463140123805,0.09791783905458638,0.5599324704558244,0.659915611814346,187,0,0,0.0,0.0,0,0,0.0,0.0,0.723341790718168,0.6751536478664844,12.990294479787256,3.2518187219791205e-06,0.03202759185510053,0.334423449345929,71,trajectory_predictive,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260838-v5-slots120-dt0.100000,controlled_synthetic_motion,20260838,5,12.0,3618,2645,808,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,363.4026465028355,300.00000000000006,1000.0,1200.0000000000002,0.23548922056384744,0.03344389165284688,0.2689331122166943,0.8920741989881956,27,0,0,0.0,0.0,0,0,0.0,0.0,0.4754325071397869,0.6457661421653105,11.545243086066193,3.620963425306721e-05,0.18528458374711393,0.29403637626345097,102,trajectory_predictive,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260827-v5-slots120-dt0.100000,controlled_synthetic_motion,20260827,5,12.0,3587,2691,296,701,0,195,2.691,0.7502090883746864,0.0,0.2,543.2181345224824,500.0,1000.0,1200.0000000000002,0.1954279342068581,0.054362977418455534,0.24979091162531364,0.8287650138589467,4,0,0,0.0,0.0,0,0,0.0,0.0,0.5070686955069528,0.7700967629827439,13.603744391532754,5.3445477398390334e-06,0.05451156343059866,0.4744658615896634,90,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1640,2146,1580,0,286,1.64,0.4677695379349686,0.0,0.025,697.0121951219512,700.0000000000001,1300.0,1600.0,0.450656018254421,0.08157444381061038,0.5322304620650313,0.48391856004721157,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8036165133393289,0.7963789065131004,12.044331283639924,0.00011081032147075406,0.4632871106032679,0.5670917877918519,95,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260829-v5-slots120-dt0.100000,controlled_synthetic_motion,20260829,5,12.0,3487,2235,1260,1051,0,201,2.235,0.6409521078290794,0.0,0.18666666666666668,442.0134228187919,400.0,1100.0,1400.0000000000002,0.30140521938629194,0.05764267278462862,0.35904789217092054,0.7725994375251105,116,0,0,0.0,0.0,0,0,0.0,0.0,0.6425094426626347,0.7886336809833184,11.579289223067024,0.00010242517459896236,0.26997508716187835,0.286347982488336,92,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260830-v5-slots120-dt0.100000,controlled_synthetic_motion,20260830,5,12.0,3597,2658,620,759,0,180,2.658,0.7389491242702252,0.0,0.2,415.8765989465764,400.0,1000.0,1400.0000000000002,0.21100917431192662,0.05004170141784821,0.2610508757297748,0.9080970276733857,5,0,0,0.0,0.0,0,0,0.0,0.0,0.7050798944919656,0.7899879923556448,11.550833297051271,1.6044367004000586e-05,0.1300616386371585,0.2369080570522971,95,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260831-v5-slots120-dt0.100000,controlled_synthetic_motion,20260831,5,12.0,3507,3311,69,131,0,65,3.311,0.9441117764471058,0.0,0.023333333333333334,299.36575052854124,300.00000000000006,600.0000000000001,700.0000000000001,0.03735386370116909,0.01853435985172512,0.05588822355289421,0.9519838987924094,26,0,0,0.0,0.0,0,0,0.0,0.0,0.6512367605567286,0.9289564475963117,13.594591684060429,1.6336094157504656e-05,0.026222452236837692,0.3876839829845543,118,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260832-v5-slots120-dt0.100000,controlled_synthetic_motion,20260832,5,12.0,3513,2257,627,1084,0,172,2.257,0.6424708226586963,0.0,0.265,318.29862649534783,300.00000000000006,800.0,1200.0000000000002,0.3085681753487048,0.04896100199259892,0.35752917734130374,0.8754848719937937,50,0,0,0.0,0.0,0,0,0.0,0.0,0.4695588410838833,0.7324921207500418,14.41606123305108,2.991178925064998e-05,0.14912336368235435,1.0093734171890083,87,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260833-v5-slots120-dt0.100000,controlled_synthetic_motion,20260833,5,12.0,3568,1425,428,1898,0,245,1.425,0.3993834080717489,0.0,0.45166666666666666,325.82456140350877,200.0,1000.0,1275.999999999999,0.5319506726457399,0.06866591928251121,0.6006165919282511,0.794314381270903,57,0,0,0.0,0.0,0,0,0.0,0.0,0.4025427718731013,0.4434671762365439,10.73639281948123,1.4464263402977265e-05,0.13033183863902545,0.1908762625721704,48,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260834-v5-slots120-dt0.100000,controlled_synthetic_motion,20260834,5,12.0,3640,2648,667,790,0,202,2.648,0.7274725274725274,0.0,0.2966666666666667,461.21601208459214,400.0,900.0,1100.0,0.21703296703296704,0.05549450549450549,0.2725274725274725,0.9278675601103665,29,0,0,0.0,0.0,0,0,0.0,0.0,0.5294064707463435,0.7629433342522486,12.240474509620695,6.609798961558876e-05,0.19986544237571519,0.328170578191621,92,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260835-v5-slots120-dt0.100000,controlled_synthetic_motion,20260835,5,12.0,3492,2050,2406,1215,0,227,2.05,0.5870561282932417,0.0,0.2,577.0731707317074,600.0000000000001,1100.0,1200.0000000000002,0.3479381443298969,0.0650057273768614,0.4129438717067583,0.73005698005698,3,0,0,0.0,0.0,0,0,0.0,0.0,0.5238346315457515,0.6061871502642877,11.167723450933236,0.00024815372645626833,0.495204698372496,0.3153861382446829,93,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260836-v5-slots120-dt0.100000,controlled_synthetic_motion,20260836,5,12.0,3635,2567,1541,974,0,94,2.567,0.7061898211829436,0.0,0.4166666666666667,438.2158161277756,400.0,1100.0,1400.0000000000002,0.26795048143053646,0.025859697386519945,0.2938101788170564,0.8095238095238095,47,0,0,0.0,0.0,0,0,0.0,0.0,0.3557905899319653,0.45165884340196716,10.829357928270808,7.810502970053435e-05,0.3281023593641644,0.2110523503935967,84,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260837-v5-slots120-dt0.100000,controlled_synthetic_motion,20260837,5,12.0,3554,1557,402,1649,0,348,1.557,0.4380979178390546,0.0,0.265,279.89723827874116,200.0,719.9999999999819,1000.0,0.46398424310635905,0.09791783905458638,0.5619020821609454,0.6569620253164556,187,0,0,0.0,0.0,0,0,0.0,0.0,0.7237050249643633,0.6750889171310033,12.676672779930666,5.149678008057964e-05,0.08742703298788129,0.3190146136663051,73,link_lifetime,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260838-v5-slots120-dt0.100000,controlled_synthetic_motion,20260838,5,12.0,3618,2645,808,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,363.4026465028355,300.00000000000006,1000.0,1200.0000000000002,0.23548922056384744,0.03344389165284688,0.2689331122166943,0.8920741989881956,27,0,0,0.0,0.0,0,0,0.0,0.0,0.4754325071397869,0.6457661421653105,11.545243086066193,3.620963425306721e-05,0.18528458374711393,0.29403637626345097,102,link_lifetime,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260827-v5-slots120-dt0.100000,controlled_synthetic_motion,20260827,5,12.0,3587,2691,296,701,0,195,2.691,0.7502090883746864,0.0,0.2,543.2181345224824,500.0,1000.0,1200.0000000000002,0.1954279342068581,0.054362977418455534,0.24979091162531364,0.8287650138589467,4,0,0,0.0,0.0,0,0,0.0,0.0,0.5070686955069528,0.7700967629827439,13.603744391532754,5.3445477398390334e-06,0.05451156343059866,0.4744658615896634,90,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1649,2211,1592,0,265,1.649,0.47033656588705075,0.0,0.025,738.9326864766525,800.0,1300.0,1600.0,0.4540787221905305,0.07558471192241871,0.5296634341129492,0.486574210681617,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8022436970699175,0.8041661399549568,11.898600978957083,0.0001127132708568191,0.4752384941542089,0.5602825656924446,90,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260829-v5-slots120-dt0.100000,controlled_synthetic_motion,20260829,5,12.0,3487,2235,1260,1051,0,201,2.235,0.6409521078290794,0.0,0.18666666666666668,442.0134228187919,400.0,1100.0,1400.0000000000002,0.30140521938629194,0.05764267278462862,0.35904789217092054,0.7725994375251105,116,0,0,0.0,0.0,0,0,0.0,0.0,0.6425094426626347,0.7886336809833184,11.579289223067024,0.00010242517459896236,0.26997508716187835,0.286347982488336,92,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260830-v5-slots120-dt0.100000,controlled_synthetic_motion,20260830,5,12.0,3597,2658,620,759,0,180,2.658,0.7389491242702252,0.0,0.2,415.8765989465764,400.0,1000.0,1400.0000000000002,0.21100917431192662,0.05004170141784821,0.2610508757297748,0.9080970276733857,5,0,0,0.0,0.0,0,0,0.0,0.0,0.7050798944919656,0.7899879923556448,11.550833297051271,1.6044367004000586e-05,0.1300616386371585,0.2369080570522971,95,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260831-v5-slots120-dt0.100000,controlled_synthetic_motion,20260831,5,12.0,3507,3311,69,131,0,65,3.311,0.9441117764471058,0.0,0.023333333333333334,299.36575052854124,300.00000000000006,600.0000000000001,700.0000000000001,0.03735386370116909,0.01853435985172512,0.05588822355289421,0.9519838987924094,26,0,0,0.0,0.0,0,0,0.0,0.0,0.6512367605567286,0.9289564475963117,13.594591684060429,1.6336094157504656e-05,0.026222452236837692,0.3876839829845543,118,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260832-v5-slots120-dt0.100000,controlled_synthetic_motion,20260832,5,12.0,3513,2257,627,1084,0,172,2.257,0.6424708226586963,0.0,0.265,318.29862649534783,300.00000000000006,800.0,1200.0000000000002,0.3085681753487048,0.04896100199259892,0.35752917734130374,0.8754848719937937,50,0,0,0.0,0.0,0,0,0.0,0.0,0.4695588410838833,0.7324921207500418,14.41606123305108,2.991178925064998e-05,0.14912336368235435,1.0093734171890083,87,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260833-v5-slots120-dt0.100000,controlled_synthetic_motion,20260833,5,12.0,3568,1425,428,1898,0,245,1.425,0.3993834080717489,0.0,0.45166666666666666,325.82456140350877,200.0,1000.0,1275.999999999999,0.5319506726457399,0.06866591928251121,0.6006165919282511,0.794314381270903,57,0,0,0.0,0.0,0,0,0.0,0.0,0.4025427718731013,0.4434671762365439,10.73639281948123,1.4464263402977265e-05,0.13033183863902545,0.1908762625721704,48,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260834-v5-slots120-dt0.100000,controlled_synthetic_motion,20260834,5,12.0,3640,2648,667,790,0,202,2.648,0.7274725274725274,0.0,0.2966666666666667,461.21601208459214,400.0,900.0,1100.0,0.21703296703296704,0.05549450549450549,0.2725274725274725,0.9278675601103665,29,0,0,0.0,0.0,0,0,0.0,0.0,0.5294064707463435,0.7629433342522486,12.240474509620695,6.609798961558876e-05,0.19986544237571519,0.328170578191621,92,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260835-v5-slots120-dt0.100000,controlled_synthetic_motion,20260835,5,12.0,3492,2050,2406,1215,0,227,2.05,0.5870561282932417,0.0,0.2,577.0731707317074,600.0000000000001,1100.0,1200.0000000000002,0.3479381443298969,0.0650057273768614,0.4129438717067583,0.73005698005698,3,0,0,0.0,0.0,0,0,0.0,0.0,0.5238346315457515,0.6061871502642877,11.167723450933236,0.00024815372645626833,0.495204698372496,0.3153861382446829,93,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260836-v5-slots120-dt0.100000,controlled_synthetic_motion,20260836,5,12.0,3635,2567,1541,974,0,94,2.567,0.7061898211829436,0.0,0.4166666666666667,438.2158161277756,400.0,1100.0,1400.0000000000002,0.26795048143053646,0.025859697386519945,0.2938101788170564,0.8095238095238095,47,0,0,0.0,0.0,0,0,0.0,0.0,0.3557905899319653,0.45165884340196716,10.829357928270808,7.810502970053435e-05,0.3281023593641644,0.2110523503935967,84,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260837-v5-slots120-dt0.100000,controlled_synthetic_motion,20260837,5,12.0,3554,1557,402,1649,0,348,1.557,0.4380979178390546,0.0,0.265,279.89723827874116,200.0,719.9999999999819,1000.0,0.46398424310635905,0.09791783905458638,0.5619020821609454,0.6569620253164556,187,0,0,0.0,0.0,0,0,0.0,0.0,0.7237050249643633,0.6750889171310033,12.676672779930666,5.149678008057964e-05,0.08742703298788129,0.3190146136663051,73,perfect_future,full,poisson,0.0,0.0,analytical
oracle,synthetic-20260838-v5-slots120-dt0.100000,controlled_synthetic_motion,20260838,5,12.0,3618,2645,808,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,363.4026465028355,300.00000000000006,1000.0,1200.0000000000002,0.23548922056384744,0.03344389165284688,0.2689331122166943,0.8920741989881956,27,0,0,0.0,0.0,0,0,0.0,0.0,0.4754325071397869,0.6457661421653105,11.545243086066193,3.620963425306721e-05,0.18528458374711393,0.29403637626345097,102,perfect_future,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260827-v5-slots120-dt0.100000,controlled_synthetic_motion,20260827,5,12.0,3587,2836,393,573,0,178,2.836,0.7906328408140507,0.0,0.2,271.0860366713681,200.0,700.0000000000001,1100.0,0.15974351826038471,0.04962364092556454,0.20936715918594925,0.8734216199568833,4,0,0,0.0,0.0,0,0,0.0,0.0,0.5141152443565167,0.7830792012690594,12.072517317479363,9.007338816238324e-06,0.08362156570669342,0.3058077404435165,103,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1682,613,1562,0,262,1.682,0.479749001711352,0.0,0.025,417.1819262782402,300.00000000000006,1200.0000000000002,1500.0,0.4455219623502567,0.07472903593839134,0.5202509982886481,0.49631159634110356,100,0,0,0.0,0.0,0,0,0.0,0.0,0.7351161739256965,0.7977131942930233,15.227118707933105,1.8748057989746273e-05,0.1371385264128051,1.129377211832112,89,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260829-v5-slots120-dt0.100000,controlled_synthetic_motion,20260829,5,12.0,3487,2205,215,1092,0,190,2.205,0.6323487238313736,0.0,0.18666666666666668,260.2267573696145,200.0,700.0000000000001,1100.0,0.3131631775164898,0.05448809865213651,0.3676512761686263,0.7645640819606268,125,0,0,0.0,0.0,0,0,0.0,0.0,0.6018463789446451,0.7528380908398183,12.729200645799553,6.173736527597205e-06,0.05126176059630132,0.3563016559541364,90,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260830-v5-slots120-dt0.100000,controlled_synthetic_motion,20260830,5,12.0,3597,2649,650,778,0,170,2.649,0.7364470391993327,0.0,0.2,347.07436768591924,300.00000000000006,900.0,1300.0,0.2162913539060328,0.04726160689463442,0.2635529608006672,0.9050222070379228,5,0,0,0.0,0.0,0,0,0.0,0.0,0.6918402749535262,0.7830873981812506,11.45642673246278,1.6041241436735023e-05,0.1305183913866591,0.23136936562237675,115,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260831-v5-slots120-dt0.100000,controlled_synthetic_motion,20260831,5,12.0,3507,3263,14,171,0,73,3.263,0.9304248645566011,0.0,0.023333333333333334,242.23107569721117,200.0,500.0,1000.0,0.04875962360992301,0.020815511833475905,0.06957513544339891,0.9381828637147787,38,0,0,0.0,0.0,0,0,0.0,0.0,0.6363028088734356,0.9063762755781521,13.61893984761824,4.367898754248148e-07,0.004678982519607372,0.383018538949231,119,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260832-v5-slots120-dt0.100000,controlled_synthetic_motion,20260832,5,12.0,3513,2198,192,1158,0,157,2.198,0.6256760603472815,0.0,0.265,223.88535031847132,200.0,600.0000000000001,1200.0000000000002,0.3296327924850555,0.04469114716766297,0.3743239396527185,0.8525989138867339,53,0,0,0.0,0.0,0,0,0.0,0.0,0.4455884821486216,0.6881786783276114,16.418566666036398,6.408868832751148e-06,0.05271008194702932,1.2388923104776608,84,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260833-v5-slots120-dt0.100000,controlled_synthetic_motion,20260833,5,12.0,3568,1368,376,1946,0,254,1.368,0.3834080717488789,0.0,0.45166666666666666,328.1432748538012,200.0,1000.0,1300.0,0.5454035874439462,0.07118834080717489,0.6165919282511211,0.7625418060200669,57,0,0,0.0,0.0,0,0,0.0,0.0,0.3786751598027531,0.41440473857237,10.811940377911704,1.2477535183082901e-05,0.11594714153523188,0.1942143111695252,36,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260834-v5-slots120-dt0.100000,controlled_synthetic_motion,20260834,5,12.0,3640,2715,116,825,0,100,2.715,0.7458791208791209,0.0,0.2966666666666667,215.17495395948436,200.0,500.0,986.0000000000127,0.22664835164835165,0.027472527472527472,0.2541208791208791,0.9637366968860859,59,0,0,0.0,0.0,0,0,0.0,0.0,0.5004462192886902,0.7246468176372467,13.12391815641911,3.602224494973553e-06,0.030263185385382793,0.3695968275990997,109,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260835-v5-slots120-dt0.100000,controlled_synthetic_motion,20260835,5,12.0,3492,2154,191,1192,0,146,2.154,0.6168384879725086,0.0,0.2,240.52924791086352,200.0,600.0000000000001,1000.0,0.3413516609392898,0.0418098510882016,0.38316151202749144,0.7670940170940171,3,0,0,0.0,0.0,0,0,0.0,0.0,0.5193777831509803,0.5999065805520424,13.865652893247665,4.7600218076949145e-06,0.04498450534137878,0.5301015511807904,104,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260836-v5-slots120-dt0.100000,controlled_synthetic_motion,20260836,5,12.0,3635,2557,778,984,0,94,2.557,0.7034387895460797,0.0,0.4166666666666667,317.4423152131404,200.0,1100.0,1400.0000000000002,0.27070151306740026,0.025859697386519945,0.2965612104539202,0.8063702302112898,47,0,0,0.0,0.0,0,0,0.0,0.0,0.3488706290450684,0.44176678132245883,11.272795565581067,2.1722884905824045e-05,0.1708187846129994,0.2297278989668072,59,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260837-v5-slots120-dt0.100000,controlled_synthetic_motion,20260837,5,12.0,3554,1577,132,1629,0,348,1.577,0.443725379853686,0.0,0.265,272.2257450856056,200.0,700.0000000000001,1000.0,0.4583567810917276,0.09791783905458638,0.556274620146314,0.6654008438818565,187,0,0,0.0,0.0,0,0,0.0,0.0,0.7280247775538313,0.6796371976494218,12.99303871061888,3.1953031351573823e-06,0.031982391897306624,0.33466286867562706,72,no_fairness_term,full,poisson,0.0,0.0,analytical
predictive_utility,synthetic-20260838-v5-slots120-dt0.100000,controlled_synthetic_motion,20260838,5,12.0,3618,2639,388,868,0,111,2.639,0.7294085129906025,0.0,0.27666666666666667,299.545282303903,200.0,900.0,1300.0,0.23991155334438916,0.03067993366500829,0.27059148700939745,0.8900505902192243,27,0,0,0.0,0.0,0,0,0.0,0.0,0.4734678185554254,0.6431894188698447,12.272814429720745,1.0459711853617191e-05,0.0916084861613884,0.3570394422225135,90,no_fairness_term,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260827-v5-slots120-dt0.100000,controlled_synthetic_motion,20260827,5,12.0,3587,2691,296,701,0,195,2.691,0.7502090883746864,0.0,0.2,543.2181345224824,500.0,1000.0,1200.0000000000002,0.1954279342068581,0.054362977418455534,0.24979091162531364,0.8287650138589467,4,0,0,0.0,0.0,0,0,0.0,0.0,0.5070686955069528,0.7700967629827439,13.603744391532754,5.3445477398390334e-06,0.05451156343059866,0.4744658615896634,90,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260828-v5-slots120-dt0.100000,controlled_synthetic_motion,20260828,5,12.0,3506,1640,2146,1580,0,286,1.64,0.4677695379349686,0.0,0.025,697.0121951219512,700.0000000000001,1300.0,1600.0,0.450656018254421,0.08157444381061038,0.5322304620650313,0.48391856004721157,100,0,0,0.0,0.0,0,0,0.0,0.0,0.8036165133393289,0.7963789065131004,12.044331283639924,0.00011081032147075406,0.4632871106032679,0.5670917877918519,95,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260829-v5-slots120-dt0.100000,controlled_synthetic_motion,20260829,5,12.0,3487,2248,1211,1035,0,204,2.248,0.644680240894752,0.0,0.18666666666666668,428.02491103202846,400.0,1000.0,1300.0,0.2968167479208489,0.0585030111843992,0.35531975910524805,0.773804740859783,116,0,0,0.0,0.0,0,0,0.0,0.0,0.6397188707739788,0.790590459897067,11.612950301430391,8.99838200572915e-05,0.2613631419581837,0.28749024128455525,89,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260830-v5-slots120-dt0.100000,controlled_synthetic_motion,20260830,5,12.0,3597,2658,620,759,0,180,2.658,0.7389491242702252,0.0,0.2,415.8765989465764,400.0,1000.0,1400.0000000000002,0.21100917431192662,0.05004170141784821,0.2610508757297748,0.9080970276733857,5,0,0,0.0,0.0,0,0,0.0,0.0,0.7050798944919656,0.7899879923556448,11.550833297051271,1.6044367004000586e-05,0.1300616386371585,0.2369080570522971,95,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260831-v5-slots120-dt0.100000,controlled_synthetic_motion,20260831,5,12.0,3507,3292,21,139,0,76,3.292,0.9386940404904477,0.0,0.023333333333333334,292.4665856622114,300.00000000000006,600.0000000000001,700.0000000000001,0.039635015682919876,0.021670943826632448,0.061305959509552324,0.9465209890741806,37,0,0,0.0,0.0,0,0,0.0,0.0,0.6493182234865688,0.9280851547876738,13.670023158312093,9.403147241880086e-07,0.009556148941215186,0.39006338043128197,118,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
link_lifetime,synthetic-20260832-v5-slots120-dt0.100000,controlled_synthetic_motion,20260832,5,12.0,3513,2257,627,1084,0,172,2.257,0.6424708226586963,0.0,0.265,318.29862649534783,300.00000000000006,800.0,1200.0000000000002,0.3085681753487048,0.04896100199259892,0.35752917734130374,0.8754848719937937,50,0,0,0.0,0.0,0,0,0.0,0.0,0.4695588410838833,0.7324921207500418,14.41606123305108,2.991178925064998e-05,0.14912336368235435,1.0093734171890083,87,no_link_lifetime_urgency,full,poisson,0.0,0.0,analytical
