scheduler,scenario_id,source,seed,vehicles,duration_s,generated_packets,delivered_packets,failed_attempts,deadline_dropped_packets,overflow_dropped_packets,remaining_packets,goodput_mbps,packet_delivery_ratio,scheduled_outage_fraction,availability_outage_fraction,mean_latency_ms,p95_latency_ms,deadline_miss_ratio,jain_fairness,switch_count,prediction_horizon_steps
predictive_utility,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1425,428,1898,0,245,1.425,0.3993834080717489,0.0,0.45166666666666666,325.82456140350877,1000.0,0.5319506726457399,0.4025427718731013,48,10
link_lifetime,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1444,495,1878,0,246,1.444,0.4047085201793722,0.0,0.45166666666666666,302.35457063711914,900.0,0.5263452914798207,0.409384000706804,57,10
oracle,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1425,428,1898,0,245,1.425,0.3993834080717489,0.0,0.45166666666666666,325.82456140350877,1000.0,0.5319506726457399,0.4025427718731013,48,10
reactive_greedy,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2745,52,801,0,94,2.745,0.7541208791208791,0.0,0.2966666666666667,209.39890710382514,500.0,0.22005494505494505,0.5043546039524268,115,10
predictive_utility,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2646,758,820,0,174,2.646,0.7269230769230769,0.0,0.2966666666666667,468.74527588813305,900.0,0.22527472527472528,0.5116081058566656,96,10
link_lifetime,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2714,730,777,0,149,2.714,0.7456043956043956,0.0,0.2966666666666667,394.3994104642594,800.0,0.21346153846153845,0.518488359733611,102,10
oracle,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2639,761,817,0,184,2.639,0.725,0.0,0.2966666666666667,470.59492231906023,900.0,0.22445054945054946,0.5107216911412864,97,10
reactive_greedy,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2158,213,1184,0,150,2.158,0.6179839633447881,0.0,0.2,234.6153846153846,600.0000000000001,0.33906071019473083,0.5191351322428104,114,10
predictive_utility,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2050,2406,1215,0,227,2.05,0.5870561282932417,0.0,0.2,577.0731707317074,1100.0,0.3479381443298969,0.5238346315457515,93,10
link_lifetime,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2059,2480,1191,0,242,2.059,0.5896334478808706,0.0,0.2,554.8324429334629,1000.0,0.34106529209621994,0.5202222504452801,86,10
oracle,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2050,2406,1215,0,227,2.05,0.5870561282932417,0.0,0.2,577.0731707317074,1100.0,0.3479381443298969,0.5238346315457515,93,10
reactive_greedy,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2502,567,1039,0,94,2.502,0.6883081155433287,0.0,0.4166666666666667,281.0951239008793,1000.0,0.2858321870701513,0.34117791326783375,57,10
predictive_utility,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2567,1541,974,0,94,2.567,0.7061898211829436,0.0,0.4166666666666667,438.2158161277756,1100.0,0.26795048143053646,0.3557905899319653,84,10
link_lifetime,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2556,1676,981,0,98,2.556,0.7031636863823933,0.0,0.4166666666666667,447.57433489827855,1100.0,0.2698762035763411,0.3527045608776562,81,10
oracle,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2567,1541,974,0,94,2.567,0.7061898211829436,0.0,0.4166666666666667,438.2158161277756,1100.0,0.26795048143053646,0.3557905899319653,84,10
reactive_greedy,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1575,127,1631,0,348,1.575,0.44316263365222286,0.0,0.265,229.0793650793651,500.0,0.45891952729319074,0.7251519000477954,81,10
predictive_utility,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1564,126,1642,0,348,1.564,0.44006752954417555,0.0,0.265,276.27877237851663,784.9999999999909,0.46201463140123805,0.723341790718168,71,10
link_lifetime,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1587,926,1619,0,348,1.587,0.4465391108610017,0.0,0.265,303.65469439193447,900.0,0.4555430500844119,0.7287030540458042,78,10
oracle,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1564,126,1642,0,348,1.564,0.44006752954417555,0.0,0.265,276.27877237851663,784.9999999999909,0.46201463140123805,0.723341790718168,71,10
reactive_greedy,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2609,359,899,0,110,2.609,0.7211166390270868,0.0,0.27666666666666667,280.7589114603296,900.0,0.24847982310668879,0.4608796272002952,92,10
predictive_utility,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2645,808,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,363.4026465028355,1000.0,0.23548922056384744,0.4754325071397869,102,10
link_lifetime,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2666,893,840,0,112,2.666,0.7368711995577667,0.0,0.27666666666666667,354.1635408852213,1000.0,0.23217247097844113,0.4772679871368645,105,10
oracle,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2645,808,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,363.4026465028355,1000.0,0.23548922056384744,0.4754325071397869,102,10
reactive_greedy,synthetic-20260827,controlled_synthetic_motion,20260827,5,12.0,3587,2802,327,610,0,175,2.802,0.7811541678282687,0.0,0.2,241.50606709493218,700.0000000000001,0.1700585447449122,0.5035101783242929,107,20
predictive_utility,synthetic-20260827,controlled_synthetic_motion,20260827,5,12.0,3587,2702,281,682,0,203,2.702,0.7532757178700864,0.0,0.2,536.5655070318282,1000.0,0.19013102871480345,0.5131765716410494,100,20
link_lifetime,synthetic-20260827,controlled_synthetic_motion,20260827,5,12.0,3587,2779,336,594,0,214,2.779,0.7747421243378868,0.0,0.2,387.29758906081327,800.0,0.165597992751603,0.5214181136266581,102,20
oracle,synthetic-20260827,controlled_synthetic_motion,20260827,5,12.0,3587,2702,281,682,0,203,2.702,0.7532757178700864,0.0,0.2,536.5655070318282,1000.0,0.19013102871480345,0.5131765716410494,100,20
reactive_greedy,synthetic-20260828,controlled_synthetic_motion,20260828,5,12.0,3506,1622,287,1624,0,260,1.622,0.46263548203080435,0.0,0.025,274.5992601726264,900.0,0.4632059326868226,0.6698332599225495,111,20
predictive_utility,synthetic-20260828,controlled_synthetic_motion,20260828,5,12.0,3506,1566,2123,1633,0,307,1.566,0.4466628636622932,0.0,0.025,720.6257982120051,1300.0,0.4657729606389047,0.8403717385493699,85,20
link_lifetime,synthetic-20260828,controlled_synthetic_motion,20260828,5,12.0,3506,1618,2413,1611,0,277,1.618,0.4614945807187678,0.0,0.025,732.3856613102596,1300.0,0.4594980034227039,0.8160992565113705,82,20
oracle,synthetic-20260828,controlled_synthetic_motion,20260828,5,12.0,3506,1608,2123,1624,0,274,1.608,0.45864232743867656,0.0,0.025,716.2935323383084,1300.0,0.4632059326868226,0.8173273147972537,85,20
reactive_greedy,synthetic-20260829,controlled_synthetic_motion,20260829,5,12.0,3487,2224,124,1073,0,190,2.224,0.6377975336965873,0.0,0.18666666666666668,234.3974820143885,600.0000000000001,0.3077143676512762,0.6021773060524823,110,20
predictive_utility,synthetic-20260829,controlled_synthetic_motion,20260829,5,12.0,3487,2207,1226,1076,0,204,2.207,0.6329222827645541,0.0,0.18666666666666668,427.9111916628908,1000.0,0.30857470605104675,0.6305669388074783,93,20
link_lifetime,synthetic-20260829,controlled_synthetic_motion,20260829,5,12.0,3487,2155,1510,1118,0,214,2.155,0.618009750501864,0.05,0.18666666666666668,498.7470997679814,1200.0000000000002,0.3206194436478348,0.6678394059079885,89,20
oracle,synthetic-20260829,controlled_synthetic_motion,20260829,5,12.0,3487,2207,1226,1076,0,204,2.207,0.6329222827645541,0.0,0.18666666666666668,427.9111916628908,1000.0,0.30857470605104675,0.6305669388074783,93,20
reactive_greedy,synthetic-20260830,controlled_synthetic_motion,20260830,5,12.0,3597,2482,269,945,0,170,2.482,0.6900194606616625,0.0,0.2,269.5004029008864,794.9999999999818,0.2627189324437031,0.6490639115212268,119,20
predictive_utility,synthetic-20260830,controlled_synthetic_motion,20260830,5,12.0,3597,2650,570,778,0,169,2.65,0.7367250486516541,0.0,0.2,393.50943396226415,900.0,0.2162913539060328,0.6946388422059494,105,20
link_lifetime,synthetic-20260830,controlled_synthetic_motion,20260830,5,12.0,3597,2682,715,766,0,149,2.682,0.7456213511259383,0.0,0.2,377.4049217002237,900.0,0.21295524047817627,0.6923848603944014,104,20
oracle,synthetic-20260830,controlled_synthetic_motion,20260830,5,12.0,3597,2650,570,778,0,169,2.65,0.7367250486516541,0.0,0.2,393.50943396226415,900.0,0.2162913539060328,0.6946388422059494,105,20
reactive_greedy,synthetic-20260831,controlled_synthetic_motion,20260831,5,12.0,3507,3222,3,222,0,63,3.222,0.9187339606501284,0.0,0.023333333333333334,235.53693358162633,500.0,0.06330196749358426,0.6193447927778295,118,20
predictive_utility,synthetic-20260831,controlled_synthetic_motion,20260831,5,12.0,3507,3287,21,152,0,68,3.287,0.9372683205018535,0.0,0.023333333333333334,288.8348037724369,600.0000000000001,0.043341887653264896,0.6423213738454409,118,20
link_lifetime,synthetic-20260831,controlled_synthetic_motion,20260831,5,12.0,3507,3311,220,129,0,67,3.311,0.9441117764471058,0.0,0.023333333333333334,290.0332225913621,600.0000000000001,0.036783575705731396,0.6512986648423741,115,20
oracle,synthetic-20260831,controlled_synthetic_motion,20260831,5,12.0,3507,3287,21,152,0,68,3.287,0.9372683205018535,0.0,0.023333333333333334,288.8348037724369,600.0000000000001,0.043341887653264896,0.6423213738454409,118,20
reactive_greedy,synthetic-20260832,controlled_synthetic_motion,20260832,5,12.0,3513,2183,87,1178,0,152,2.183,0.6214062055223456,0.0,0.265,199.58772331653688,500.0,0.33532593225163676,0.4382262348734355,94,20
predictive_utility,synthetic-20260832,controlled_synthetic_motion,20260832,5,12.0,3513,2121,727,1126,0,266,2.121,0.6037574722459437,0.0,0.265,344.22442244224425,800.0,0.32052376885852546,0.48079277823466887,81,20
link_lifetime,synthetic-20260832,controlled_synthetic_motion,20260832,5,12.0,3513,2264,713,1057,0,192,2.264,0.6444634215769998,0.0,0.265,327.8710247349823,800.0,0.3008824366638201,0.4787175660353745,95,20
oracle,synthetic-20260832,controlled_synthetic_motion,20260832,5,12.0,3513,2237,702,1124,0,152,2.237,0.636777682892115,0.0,0.265,336.70093875726417,800.0,0.31995445488186736,0.4521452002079942,89,20
reactive_greedy,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1392,373,1931,0,245,1.392,0.3901345291479821,0.0,0.45166666666666666,266.16379310344826,900.0,0.5411995515695067,0.3932490684591218,74,20
predictive_utility,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1411,440,1903,0,254,1.411,0.3954596412556054,0.0,0.45166666666666666,305.8114812189936,1000.0,0.5333520179372198,0.3991721510739079,51,20
link_lifetime,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1445,513,1878,0,245,1.445,0.4049887892376682,0.0,0.45166666666666666,308.5121107266436,979.9999999999955,0.5263452914798207,0.4057218137957367,60,20
oracle,synthetic-20260833,controlled_synthetic_motion,20260833,5,12.0,3568,1418,445,1903,0,247,1.418,0.39742152466367714,0.0,0.45166666666666666,308.95627644569817,1000.0,0.5333520179372198,0.4022566273424012,48,20
reactive_greedy,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2745,52,801,0,94,2.745,0.7541208791208791,0.0,0.2966666666666667,209.39890710382514,500.0,0.22005494505494505,0.5043546039524268,115,20
predictive_utility,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2610,822,859,0,171,2.61,0.717032967032967,0.0,0.2966666666666667,502.37547892720306,1000.0,0.23598901098901098,0.5011823079062335,95,20
link_lifetime,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2670,806,784,0,186,2.67,0.7335164835164835,0.0,0.2966666666666667,418.83895131086143,900.0,0.2153846153846154,0.519893554877653,96,20
oracle,synthetic-20260834,controlled_synthetic_motion,20260834,5,12.0,3640,2569,834,887,0,184,2.569,0.7057692307692308,0.0,0.2966666666666667,511.1716621253406,1000.0,0.24368131868131868,0.5030970940135757,93,20
reactive_greedy,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2158,213,1184,0,150,2.158,0.6179839633447881,0.0,0.2,234.6153846153846,600.0000000000001,0.33906071019473083,0.5191351322428104,114,20
predictive_utility,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2153,2258,1189,0,150,2.153,0.6165521191294387,0.0,0.2,520.204366000929,1000.0,0.3404925544100802,0.5270675627351199,90,20
link_lifetime,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2003,2400,1194,0,295,2.003,0.5735967926689576,0.0,0.2,503.7943085371942,1000.0,0.34192439862542956,0.5249771173560683,87,20
oracle,synthetic-20260835,controlled_synthetic_motion,20260835,5,12.0,3492,2036,2381,1193,0,263,2.036,0.5830469644902635,0.0,0.2,529.3713163064833,1000.0,0.3416380297823597,0.535520218481815,88,20
reactive_greedy,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2502,567,1039,0,94,2.502,0.6883081155433287,0.0,0.4166666666666667,281.0951239008793,1000.0,0.2858321870701513,0.34117791326783375,57,20
predictive_utility,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2560,1605,981,0,94,2.56,0.7042640990371389,0.0,0.4166666666666667,435.546875,1100.0,0.2698762035763411,0.35114133256464014,80,20
link_lifetime,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2558,1661,979,0,98,2.558,0.7037138927097661,0.0,0.4166666666666667,451.44644253322906,1100.0,0.2693259972489684,0.3529621440434816,79,20
oracle,synthetic-20260836,controlled_synthetic_motion,20260836,5,12.0,3635,2560,1605,981,0,94,2.56,0.7042640990371389,0.0,0.4166666666666667,435.546875,1100.0,0.2698762035763411,0.35114133256464014,80,20
reactive_greedy,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1575,127,1631,0,348,1.575,0.44316263365222286,0.0,0.265,229.0793650793651,500.0,0.45891952729319074,0.7251519000477954,81,20
predictive_utility,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1567,134,1639,0,348,1.567,0.4409116488463703,0.0,0.265,273.58008934269304,700.0000000000001,0.4611705120990433,0.7297220030520377,67,20
link_lifetime,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1560,1188,1646,0,348,1.56,0.4389420371412493,0.0,0.265,329.2307692307692,900.0,0.4631401238041643,0.7296473191397501,83,20
oracle,synthetic-20260837,controlled_synthetic_motion,20260837,5,12.0,3554,1567,134,1639,0,348,1.567,0.4409116488463703,0.0,0.265,273.3248245054244,700.0000000000001,0.4611705120990433,0.7297220030520377,69,20
reactive_greedy,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2609,359,899,0,110,2.609,0.7211166390270868,0.0,0.27666666666666667,280.7589114603296,900.0,0.24847982310668879,0.4608796272002952,92,20
predictive_utility,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2645,954,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,391.07750472589794,900.0,0.23548922056384744,0.4663980909479694,99,20
link_lifetime,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2651,971,858,0,109,2.651,0.7327252625760089,0.0,0.27666666666666667,370.76574877404755,950.0,0.23714759535655058,0.46766097345842356,100,20
oracle,synthetic-20260838,controlled_synthetic_motion,20260838,5,12.0,3618,2645,954,852,0,121,2.645,0.7310668877833056,0.0,0.27666666666666667,391.07750472589794,900.0,0.23548922056384744,0.4663980909479694,99,20
